time,satellite,elevation_deg,azimuth_deg,distance_km,lat_subpoint,lon_subpoint,height_km
2025-10-28 13:25:26,STARLINK-11534 [DTC],6.2,210.24,1543.87,13.2,114.19,344.91
2025-10-28 13:26:26,STARLINK-11534 [DTC],12.38,203.24,1159.33,15.79,117.01,345.02
2025-10-28 13:27:26,STARLINK-11534 [DTC],21.65,188.93,818.19,18.35,119.91,345.19
2025-10-28 13:28:26,STARLINK-11534 [DTC],32.8,155.24,602.29,20.85,122.9,345.42
2025-10-28 13:29:26,STARLINK-11534 [DTC],29.56,107.14,652.23,23.28,126.0,345.71
2025-10-28 13:30:26,STARLINK-11534 [DTC],18.14,81.84,925.86,25.64,129.23,346.04
2025-10-28 13:31:26,STARLINK-11534 [DTC],10.11,70.87,1287.0,27.92,132.58,346.4
2025-10-28 13:32:26,STARLINK-11534 [DTC],4.62,65.19,1679.13,30.09,136.09,346.78
2025-10-28 13:33:26,STARLINK-11534 [DTC],0.45,61.79,2083.64,32.16,139.77,347.18
2025-10-28 15:00:26,STARLINK-11534 [DTC],0.56,266.39,2067.02,22.42,101.6,345.53
2025-10-28 15:01:26,STARLINK-11534 [DTC],4.22,273.45,1711.18,24.81,104.77,345.84
2025-10-28 15:02:26,STARLINK-11534 [DTC],8.42,284.03,1391.99,27.12,108.08,346.19
2025-10-28 15:03:26,STARLINK-11534 [DTC],12.83,300.29,1142.39,29.33,111.54,346.57
2025-10-28 15:04:26,STARLINK-11534 [DTC],15.71,323.45,1016.25,31.43,115.15,346.97
2025-10-28 15:05:26,STARLINK-11534 [DTC],14.69,348.75,1059.07,33.41,118.93,347.37
2025-10-28 15:06:26,STARLINK-11534 [DTC],10.74,8.63,1253.4,35.26,122.9,347.77
2025-10-28 15:07:26,STARLINK-11534 [DTC],6.35,21.81,1542.28,36.95,127.05,348.16
2025-10-28 15:08:26,STARLINK-11534 [DTC],2.43,30.46,1881.69,38.47,131.38,348.52
2025-10-28 14:14:26,STARLINK-11515 [DTC],0.07,241.3,2086.12,15.21,104.57,335.36
2025-10-28 14:15:26,STARLINK-11515 [DTC],4.28,243.6,1673.17,17.78,107.45,335.53
2025-10-28 14:16:26,STARLINK-11515 [DTC],9.94,247.39,1266.92,20.3,110.43,335.75
2025-10-28 14:17:26,STARLINK-11515 [DTC],18.85,254.93,879.59,22.76,113.51,336.03
2025-10-28 14:18:26,STARLINK-11515 [DTC],35.29,275.88,555.64,25.14,116.72,336.34
2025-10-28 14:19:26,STARLINK-11515 [DTC],45.57,342.75,460.58,27.44,120.05,336.7
2025-10-28 14:20:26,STARLINK-11515 [DTC],26.27,24.77,695.79,29.64,123.54,337.08
2025-10-28 14:21:26,STARLINK-11515 [DTC],14.1,36.98,1059.89,31.73,127.18,337.47
2025-10-28 14:22:26,STARLINK-11515 [DTC],7.08,42.29,1458.4,33.7,131.0,337.87
2025-10-28 14:23:26,STARLINK-11515 [DTC],2.24,45.28,1868.24,35.53,135.0,338.26
2025-10-28 13:34:26,STARLINK-11478 [DTC],0.85,220.23,1985.18,11.21,109.74,330.64
2025-10-28 13:35:26,STARLINK-11478 [DTC],5.28,217.7,1572.53,13.84,112.52,330.65
2025-10-28 13:36:26,STARLINK-11478 [DTC],11.44,213.26,1168.72,16.44,115.37,330.74
2025-10-28 13:37:26,STARLINK-11478 [DTC],21.54,203.7,790.57,18.99,118.3,330.88
2025-10-28 13:38:26,STARLINK-11478 [DTC],39.43,174.21,503.41,21.48,121.33,331.08
2025-10-28 13:39:26,STARLINK-11478 [DTC],39.54,104.91,502.84,23.9,124.47,331.33
2025-10-28 13:40:26,STARLINK-11478 [DTC],21.66,75.27,789.51,26.25,127.74,331.62
2025-10-28 13:41:26,STARLINK-11478 [DTC],11.55,65.7,1167.59,28.51,131.15,331.94
2025-10-28 13:42:26,STARLINK-11478 [DTC],5.38,61.29,1571.45,30.66,134.71,332.27
2025-10-28 13:43:26,STARLINK-11478 [DTC],0.94,58.81,1984.22,32.7,138.44,332.62
2025-10-28 15:11:26,STARLINK-11478 [DTC],3.32,278.6,1745.92,26.13,104.36,331.41
2025-10-28 15:12:26,STARLINK-11478 [DTC],7.02,289.73,1445.16,28.39,107.76,331.73
2025-10-28 15:13:26,STARLINK-11478 [DTC],10.59,305.97,1219.42,30.55,111.31,332.06
2025-10-28 13:26:26,STARLINK-11358 [DTC],3.6,213.11,1711.99,12.17,112.79,329.71
2025-10-28 13:27:26,STARLINK-11358 [DTC],8.85,207.9,1314.61,14.79,115.59,329.84
2025-10-28 13:28:26,STARLINK-11358 [DTC],16.53,197.97,943.58,17.37,118.47,330.04
2025-10-28 13:29:26,STARLINK-11358 [DTC],28.11,174.82,648.92,19.9,121.44,330.3
2025-10-28 13:30:26,STARLINK-11358 [DTC],33.55,125.99,567.98,22.37,124.51,330.63
2025-10-28 13:31:26,STARLINK-11358 [DTC],22.31,88.89,771.59,24.77,127.69,331.0
2025-10-28 13:32:26,STARLINK-11358 [DTC],12.61,73.71,1112.75,27.08,131.01,331.42
2025-10-28 13:33:26,STARLINK-11358 [DTC],6.29,66.57,1499.48,29.3,134.48,331.86
2025-10-28 13:34:26,STARLINK-11358 [DTC],1.72,62.56,1903.07,31.42,138.1,332.33
2025-10-28 15:02:26,STARLINK-11358 [DTC],3.17,272.83,1757.87,24.62,104.28,330.79
2025-10-28 15:03:26,STARLINK-11358 [DTC],7.18,282.91,1432.68,26.94,107.58,331.2
2025-10-28 15:04:26,STARLINK-11358 [DTC],11.44,298.35,1172.23,29.17,111.04,331.64
2025-10-28 15:05:26,STARLINK-11358 [DTC],14.51,320.63,1028.28,31.29,114.65,332.11
2025-10-28 15:06:26,STARLINK-11358 [DTC],14.02,345.91,1050.38,33.29,118.44,332.58
2025-10-28 15:07:26,STARLINK-11358 [DTC],10.44,6.53,1229.41,35.15,122.4,333.05
2025-10-28 15:08:26,STARLINK-11358 [DTC],6.19,20.41,1509.87,36.85,126.56,333.5
2025-10-28 15:09:26,STARLINK-11358 [DTC],2.33,29.51,1845.13,38.39,130.9,333.94
2025-10-28 13:42:26,STARLINK-11517 [DTC],1.4,224.38,1926.76,12.38,109.11,330.46
2025-10-28 13:43:26,STARLINK-11517 [DTC],6.07,222.77,1510.27,15.0,111.92,330.51
2025-10-28 13:44:26,STARLINK-11517 [DTC],12.81,219.82,1100.56,17.57,114.8,330.62
2025-10-28 13:45:26,STARLINK-11517 [DTC],24.84,212.88,712.77,20.1,117.78,330.79
2025-10-28 13:46:26,STARLINK-11517 [DTC],51.29,182.77,417.64,22.56,120.85,331.02
2025-10-28 13:47:26,STARLINK-11517 [DTC],44.62,86.24,460.25,24.95,124.05,331.28
2025-10-28 13:48:26,STARLINK-11517 [DTC],21.73,65.58,787.46,27.26,127.38,331.58
2025-10-28 13:49:26,STARLINK-11517 [DTC],11.27,59.94,1182.14,29.47,130.85,331.91
2025-10-28 13:50:26,STARLINK-11517 [DTC],5.1,57.41,1593.89,31.58,134.49,332.25
2025-10-28 13:51:26,STARLINK-11517 [DTC],0.68,56.01,2011.01,33.56,138.3,332.6
2025-10-28 14:15:26,STARLINK-11519 [DTC],3.34,243.22,1738.62,17.38,106.97,330.0
2025-10-28 14:16:26,STARLINK-11519 [DTC],8.65,246.7,1330.17,19.91,109.93,330.16
2025-10-28 14:17:26,STARLINK-11519 [DTC],16.74,253.36,937.45,22.38,113.0,330.38
2025-10-28 14:18:26,STARLINK-11519 [DTC],31.51,270.68,595.76,24.78,116.19,330.65
2025-10-28 14:19:26,STARLINK-11519 [DTC],46.42,330.35,447.04,27.09,119.51,330.95
2025-10-28 14:20:26,STARLINK-11519 [DTC],28.53,21.23,643.48,29.31,122.97,331.27
2025-10-28 14:21:26,STARLINK-11519 [DTC],15.21,35.69,998.25,31.42,126.6,331.61
2025-10-28 14:22:26,STARLINK-11519 [DTC],7.74,41.64,1394.45,33.41,130.4,331.96
2025-10-28 14:23:26,STARLINK-11519 [DTC],2.72,44.88,1803.82,35.27,134.37,332.3
2025-10-28 13:29:26,STARLINK-11451 [DTC],3.44,215.67,1769.1,12.11,111.96,343.16
2025-10-28 13:30:26,STARLINK-11451 [DTC],8.64,211.4,1367.19,14.72,114.75,343.22
2025-10-28 13:31:26,STARLINK-11451 [DTC],16.27,203.37,985.52,17.3,117.62,343.34
2025-10-28 13:32:26,STARLINK-11451 [DTC],28.67,184.32,663.23,19.82,120.57,343.52
2025-10-28 13:33:26,STARLINK-11451 [DTC],38.96,135.2,526.75,22.29,123.63,343.75
2025-10-28 13:34:26,STARLINK-11451 [DTC],26.93,90.07,696.27,24.68,126.8,344.04
2025-10-28 13:35:26,STARLINK-11451 [DTC],15.22,73.17,1030.05,26.99,130.1,344.35
2025-10-28 13:36:26,STARLINK-11451 [DTC],8.0,65.84,1415.51,29.21,133.55,344.7
2025-10-28 13:37:26,STARLINK-11451 [DTC],2.99,61.89,1818.99,31.32,137.15,345.06
2025-10-28 15:05:26,STARLINK-11451 [DTC],1.66,270.94,1946.64,23.94,102.52,343.86
2025-10-28 15:06:26,STARLINK-11451 [DTC],5.37,279.37,1609.01,26.28,105.78,344.17
2025-10-28 15:07:26,STARLINK-11451 [DTC],9.46,291.97,1320.47,28.53,109.18,344.5
2025-10-28 15:08:26,STARLINK-11451 [DTC],13.17,310.57,1121.11,30.67,112.73,344.86
2025-10-28 15:09:26,STARLINK-11451 [DTC],14.47,334.34,1063.23,32.7,116.45,345.22
2025-10-28 15:10:26,STARLINK-11451 [DTC],12.23,357.0,1168.15,34.6,120.35,345.59
2025-10-28 15:11:26,STARLINK-11451 [DTC],8.27,13.7,1399.26,36.35,124.44,345.94
2025-10-28 15:12:26,STARLINK-11451 [DTC],4.27,24.87,1705.19,37.94,128.71,346.28
2025-10-28 15:13:26,STARLINK-11451 [DTC],0.7,32.43,2051.71,39.34,133.17,346.59
2025-10-28 14:07:26,STARLINK-11530 [DTC],1.5,238.09,1902.81,15.38,106.51,325.67
2025-10-28 14:08:26,STARLINK-11530 [DTC],6.21,239.91,1486.54,17.95,109.41,325.79
2025-10-28 14:09:26,STARLINK-11530 [DTC],13.05,243.15,1077.37,20.47,112.4,325.97
2025-10-28 14:10:26,STARLINK-11530 [DTC],25.45,250.71,691.34,22.93,115.5,326.2
2025-10-28 14:11:26,STARLINK-11530 [DTC],52.58,284.43,405.4,25.31,118.72,326.48
2025-10-28 14:12:26,STARLINK-11530 [DTC],42.51,19.21,470.27,27.61,122.07,326.78
2025-10-28 14:13:26,STARLINK-11530 [DTC],20.7,38.36,805.0,29.81,125.57,327.11
2025-10-28 14:14:26,STARLINK-11530 [DTC],10.68,43.98,1201.23,31.89,129.24,327.45
2025-10-28 14:15:26,STARLINK-11530 [DTC],4.69,46.68,1613.19,33.85,133.08,327.8
2025-10-28 14:16:26,STARLINK-11530 [DTC],0.37,48.31,2030.05,35.67,137.11,328.14
2025-10-28 13:55:26,STARLINK-11536 [DTC],0.74,231.76,2072.56,13.01,106.6,354.24
2025-10-28 13:56:26,STARLINK-11536 [DTC],5.16,231.99,1655.66,15.6,109.41,354.36
2025-10-28 13:57:26,STARLINK-11536 [DTC],11.29,232.33,1242.49,18.15,112.3,354.56
2025-10-28 13:58:26,STARLINK-11536 [DTC],21.55,232.97,841.6,20.65,115.28,354.81
2025-10-28 13:59:26,STARLINK-11536 [DTC],45.19,234.98,488.13,23.09,118.36,355.11
2025-10-28 14:00:26,STARLINK-11536 [DTC],74.36,39.8,368.37,25.45,121.57,355.46
2025-10-28 14:01:26,STARLINK-11536 [DTC],31.87,49.62,633.18,27.73,124.91,355.85
2025-10-28 14:02:26,STARLINK-11536 [DTC],16.3,50.72,1016.22,29.91,128.4,356.25
2025-10-28 14:03:26,STARLINK-11536 [DTC],8.38,51.22,1424.17,31.98,132.04,356.68
2025-10-28 14:04:26,STARLINK-11536 [DTC],3.17,51.55,1839.35,33.92,135.87,357.1
2025-10-28 13:51:26,STARLINK-11540 [DTC],0.67,229.52,2004.63,12.89,107.49,330.56
2025-10-28 13:52:26,STARLINK-11540 [DTC],5.13,229.22,1585.44,15.5,110.31,330.63
2025-10-28 13:53:26,STARLINK-11540 [DTC],11.43,228.65,1170.13,18.07,113.21,330.76
2025-10-28 13:54:26,STARLINK-11540 [DTC],22.43,227.28,768.28,20.58,116.21,330.95
2025-10-28 13:55:26,STARLINK-11540 [DTC],50.11,221.23,424.43,23.03,119.31,331.19
2025-10-28 13:56:26,STARLINK-11540 [DTC],61.35,66.37,374.96,25.41,122.53,331.47
2025-10-28 13:57:26,STARLINK-11540 [DTC],26.22,55.7,686.84,27.7,125.88,331.79
2025-10-28 13:58:26,STARLINK-11540 [DTC],13.29,53.99,1082.64,29.89,129.39,332.12
2025-10-28 13:59:26,STARLINK-11540 [DTC],6.35,53.36,1496.18,31.97,133.06,332.47
2025-10-28 14:00:26,STARLINK-11540 [DTC],1.61,53.07,1914.78,33.93,136.9,332.83
2025-10-28 13:56:26,STARLINK-11523 [DTC],0.7,232.14,1996.09,13.51,106.99,328.97
2025-10-28 13:57:26,STARLINK-11523 [DTC],5.18,232.46,1576.77,16.11,109.83,329.02
2025-10-28 13:58:26,STARLINK-11523 [DTC],11.51,232.97,1161.33,18.67,112.75,329.13
2025-10-28 13:59:26,STARLINK-11523 [DTC],22.66,234.02,759.41,21.17,115.77,329.3
2025-10-28 14:00:26,STARLINK-11523 [DTC],51.14,238.26,416.64,23.61,118.9,329.51
2025-10-28 14:01:26,STARLINK-11523 [DTC],60.61,42.42,375.57,25.96,122.15,329.77
2025-10-28 14:02:26,STARLINK-11523 [DTC],25.77,49.15,692.21,28.23,125.54,330.05
2025-10-28 14:03:26,STARLINK-11523 [DTC],13.04,50.41,1089.2,30.4,129.09,330.36
2025-10-28 14:04:26,STARLINK-11523 [DTC],6.18,51.01,1503.17,32.45,132.8,330.68
2025-10-28 14:05:26,STARLINK-11523 [DTC],1.48,51.41,1921.94,34.37,136.69,330.99
2025-10-28 13:17:26,STARLINK-11525 [DTC],0.15,210.03,2123.46,8.53,111.78,350.69
2025-10-28 13:18:26,STARLINK-11525 [DTC],4.13,205.55,1730.63,11.19,114.5,350.66
2025-10-28 13:19:26,STARLINK-11525 [DTC],9.15,198.4,1355.79,13.81,117.26,350.71
2025-10-28 13:20:26,STARLINK-11525 [DTC],15.81,185.74,1021.54,16.4,120.1,350.83
2025-10-28 13:21:26,STARLINK-11525 [DTC],23.47,161.6,784.08,18.94,123.01,351.01
2025-10-28 13:22:26,STARLINK-11525 [DTC],25.25,124.87,744.28,21.42,126.03,351.25
2025-10-28 13:23:26,STARLINK-11525 [DTC],18.45,95.65,928.14,23.83,129.15,351.54
2025-10-28 13:24:26,STARLINK-11525 [DTC],11.22,80.02,1239.38,26.17,132.4,351.86
2025-10-28 13:25:26,STARLINK-11525 [DTC],5.73,71.53,1604.68,28.42,135.78,352.22
2025-10-28 13:26:26,STARLINK-11525 [DTC],1.46,66.41,1993.47,30.57,139.32,352.6
2025-10-28 14:54:26,STARLINK-11525 [DTC],3.59,265.64,1783.98,22.71,104.36,351.36
2025-10-28 14:55:26,STARLINK-11525 [DTC],8.03,274.19,1433.48,25.09,107.55,351.67
2025-10-28 14:56:26,STARLINK-11525 [DTC],13.32,287.99,1133.39,27.38,110.87,352.01
2025-10-28 14:57:26,STARLINK-11525 [DTC],18.29,310.34,935.27,29.58,114.33,352.38
2025-10-28 14:58:26,STARLINK-11525 [DTC],19.1,339.5,909.28,31.67,117.96,352.76
2025-10-28 14:59:26,STARLINK-11525 [DTC],14.82,4.29,1068.04,33.63,121.76,353.15
2025-10-28 15:00:26,STARLINK-11525 [DTC],9.42,20.08,1347.16,35.46,125.74,353.53
2025-10-28 15:01:26,STARLINK-11525 [DTC],4.76,29.76,1687.03,37.13,129.91,353.9
2025-10-28 15:02:26,STARLINK-11525 [DTC],0.88,36.06,2056.62,38.63,134.26,354.24
2025-10-28 13:48:26,STARLINK-11547 [DTC],3.27,259.61,1762.99,21.2,104.92,335.38
2025-10-28 13:49:26,STARLINK-11547 [DTC],7.96,267.03,1391.83,23.63,108.04,335.73
2025-10-28 13:50:26,STARLINK-11547 [DTC],14.0,279.72,1061.39,25.98,111.29,336.12
2025-10-28 13:51:26,STARLINK-11547 [DTC],20.76,302.74,824.31,28.25,114.68,336.55
2025-10-28 13:52:26,STARLINK-11547 [DTC],22.75,337.07,773.08,30.41,118.22,337.0
2025-10-28 13:53:26,STARLINK-11547 [DTC],17.17,6.08,938.68,32.46,121.93,337.47
2025-10-28 13:54:26,STARLINK-11547 [DTC],10.56,22.67,1236.29,34.38,125.81,337.94
2025-10-28 13:55:26,STARLINK-11547 [DTC],5.33,32.03,1592.63,36.15,129.88,338.41
2025-10-28 13:56:26,STARLINK-11547 [DTC],1.2,37.84,1975.02,37.76,134.14,338.86
2025-10-28 13:27:26,STARLINK-11513 [DTC],3.4,247.53,1741.7,18.34,106.36,332.41
2025-10-28 13:28:26,STARLINK-11513 [DTC],8.59,252.15,1340.74,20.85,109.37,332.6
2025-10-28 13:29:26,STARLINK-11513 [DTC],16.26,260.81,961.17,23.29,112.48,332.84
2025-10-28 13:30:26,STARLINK-11513 [DTC],28.65,281.29,644.92,25.66,115.71,333.12
2025-10-28 13:31:26,STARLINK-11513 [DTC],37.6,331.94,525.23,27.94,119.08,333.43
2025-10-28 13:32:26,STARLINK-11513 [DTC],25.25,14.92,710.0,30.12,122.6,333.76
2025-10-28 13:33:26,STARLINK-11513 [DTC],14.16,31.21,1048.55,32.19,126.29,334.1
2025-10-28 13:34:26,STARLINK-11513 [DTC],7.26,38.56,1434.98,34.12,130.15,334.45
2025-10-28 13:35:26,STARLINK-11513 [DTC],2.44,42.68,1838.18,35.92,134.19,334.79
2025-10-28 15:04:26,STARLINK-11513 [DTC],0.62,298.32,2022.8,32.02,102.75,333.89
2025-10-28 15:05:26,STARLINK-11513 [DTC],2.89,309.46,1793.39,33.97,106.6,334.24
2025-10-28 15:06:26,STARLINK-11513 [DTC],4.61,323.25,1640.45,35.78,110.63,334.58
2025-10-28 15:07:26,STARLINK-11513 [DTC],5.26,338.9,1586.86,37.42,114.85,334.9
2025-10-28 15:08:26,STARLINK-11513 [DTC],4.6,354.53,1642.5,38.89,119.26,335.2
2025-10-28 15:09:26,STARLINK-11513 [DTC],2.88,8.27,1796.95,40.17,123.85,335.46
2025-10-28 15:10:26,STARLINK-11513 [DTC],0.6,19.37,2027.12,41.24,128.61,335.69
2025-10-28 13:22:26,STARLINK-11420 [DTC],2.47,244.22,1799.45,17.31,106.32,323.42
2025-10-28 13:23:26,STARLINK-11420 [DTC],7.44,247.79,1391.0,19.84,109.29,323.63
2025-10-28 13:24:26,STARLINK-11420 [DTC],14.76,254.38,997.29,22.32,112.36,323.89
2025-10-28 13:25:26,STARLINK-11420 [DTC],27.48,270.22,648.91,24.72,115.55,324.19
2025-10-28 13:26:26,STARLINK-11420 [DTC],42.71,320.15,465.52,27.04,118.87,324.53
2025-10-28 13:27:26,STARLINK-11420 [DTC],29.36,14.99,618.21,29.27,122.33,324.89
2025-10-28 13:28:26,STARLINK-11420 [DTC],15.85,32.76,957.4,31.38,125.96,325.27
2025-10-28 13:29:26,STARLINK-11420 [DTC],8.15,39.92,1348.16,33.38,129.76,325.65
2025-10-28 13:30:26,STARLINK-11420 [DTC],3.02,43.74,1755.22,35.24,133.74,326.03
2025-10-28 14:59:26,STARLINK-11420 [DTC],0.86,297.32,1968.75,31.59,103.15,325.03
2025-10-28 15:00:26,STARLINK-11420 [DTC],3.19,308.79,1738.25,33.57,106.97,325.42
2025-10-28 15:01:26,STARLINK-11420 [DTC],4.92,323.08,1587.26,35.41,110.97,325.79
2025-10-28 15:02:26,STARLINK-11420 [DTC],5.51,339.28,1539.96,37.09,115.16,326.15
2025-10-28 15:03:26,STARLINK-11420 [DTC],4.71,355.29,1605.61,38.61,119.53,326.49
2025-10-28 15:04:26,STARLINK-11420 [DTC],2.85,9.14,1771.38,39.93,124.1,326.79
2025-10-28 15:05:26,STARLINK-11420 [DTC],0.48,20.15,2011.99,41.04,128.83,327.05
2025-10-28 13:33:26,STARLINK-11529 [DTC],1.92,249.72,1910.42,18.19,104.68,341.24
2025-10-28 13:34:26,STARLINK-11529 [DTC],6.5,254.27,1512.62,20.7,107.67,341.46
2025-10-28 13:35:26,STARLINK-11529 [DTC],12.75,262.06,1133.69,23.14,110.77,341.74
2025-10-28 13:36:26,STARLINK-11529 [DTC],21.98,277.83,803.42,25.51,113.98,342.06
2025-10-28 13:37:26,STARLINK-11529 [DTC],31.95,313.2,609.36,27.79,117.34,342.41
2025-10-28 13:38:26,STARLINK-11529 [DTC],27.6,358.75,680.97,29.97,120.84,342.79
2025-10-28 13:39:26,STARLINK-11529 [DTC],16.95,22.52,960.25,32.04,124.51,343.18
2025-10-28 13:40:26,STARLINK-11529 [DTC],9.4,33.35,1320.69,33.99,128.35,343.57
2025-10-28 13:41:26,STARLINK-11529 [DTC],4.13,39.23,1710.66,35.79,132.37,343.96
2025-10-28 13:42:26,STARLINK-11529 [DTC],0.09,42.91,2112.64,37.43,136.58,344.33
2025-10-28 15:11:26,STARLINK-11529 [DTC],1.31,304.17,1979.05,33.47,104.01,343.36
2025-10-28 15:12:26,STARLINK-11529 [DTC],3.34,316.06,1781.1,35.31,107.99,343.75
2025-10-28 15:13:26,STARLINK-11529 [DTC],4.65,330.24,1666.44,37.0,112.15,344.12
2025-10-28 14:07:26,STARLINK-33575,2.4,250.1,2247.91,17.12,102.16,473.03
2025-10-28 14:08:26,STARLINK-33575,6.35,256.26,1894.31,20.1,104.46,473.17
2025-10-28 14:09:26,STARLINK-33575,10.92,265.2,1571.12,23.04,106.86,473.39
2025-10-28 14:10:26,STARLINK-33575,15.96,278.66,1302.85,25.94,109.38,473.67
2025-10-28 14:11:26,STARLINK-33575,20.25,298.38,1130.55,28.78,112.04,474.02
2025-10-28 14:12:26,STARLINK-33575,21.13,322.67,1100.91,31.55,114.85,474.4
2025-10-28 14:13:26,STARLINK-33575,17.82,344.66,1224.27,34.25,117.85,474.82
2025-10-28 14:14:26,STARLINK-33575,12.84,0.35,1461.87,36.85,121.06,475.27
2025-10-28 14:15:26,STARLINK-33575,8.06,10.78,1767.38,39.34,124.51,475.72
2025-10-28 14:16:26,STARLINK-33575,3.9,17.88,2110.49,41.71,128.22,476.16
2025-10-28 14:17:26,STARLINK-33575,0.3,22.94,2474.42,43.93,132.22,476.59
2025-10-28 13:44:26,STARLINK-33584,3.68,237.02,2120.1,14.2,105.47,471.61
2025-10-28 13:45:26,STARLINK-33584,8.41,241.2,1733.17,17.22,107.7,471.65
2025-10-28 13:46:26,STARLINK-33584,14.57,247.88,1364.37,20.2,110.0,471.77
2025-10-28 13:47:26,STARLINK-33584,23.05,259.87,1035.45,23.14,112.41,471.97
2025-10-28 13:48:26,STARLINK-33584,33.37,284.03,799.31,26.04,114.93,472.23
2025-10-28 13:49:26,STARLINK-33584,36.44,324.18,750.5,28.88,117.6,472.55
2025-10-28 13:50:26,STARLINK-33584,27.46,356.04,919.39,31.65,120.42,472.92
2025-10-28 13:51:26,STARLINK-33584,17.89,12.08,1218.0,34.34,123.42,473.32
2025-10-28 13:52:26,STARLINK-33584,10.87,20.53,1573.24,36.94,126.64,473.73
2025-10-28 13:53:26,STARLINK-33584,5.63,25.63,1953.36,39.43,130.1,474.16
2025-10-28 13:54:26,STARLINK-33584,1.47,29.04,2345.04,41.79,133.82,474.58
2025-10-28 13:15:26,STARLINK-33577,2.58,219.11,2226.72,9.59,108.98,472.51
2025-10-28 13:16:26,STARLINK-33577,7.27,219.38,1818.28,12.64,111.11,472.43
2025-10-28 13:17:26,STARLINK-33577,13.59,219.77,1415.08,15.67,113.31,472.44
2025-10-28 13:18:26,STARLINK-33577,23.39,220.47,1025.95,18.67,115.57,472.54
2025-10-28 13:19:26,STARLINK-33577,42.01,222.24,678.52,21.63,117.92,472.72
2025-10-28 13:20:26,STARLINK-33577,81.5,245.28,477.85,24.55,120.38,472.97
2025-10-28 13:21:26,STARLINK-33577,50.73,34.1,597.75,27.42,122.97,473.28
2025-10-28 13:22:26,STARLINK-33577,27.49,36.79,920.15,30.23,125.7,473.64
2025-10-28 13:23:26,STARLINK-33577,15.99,37.7,1301.66,32.96,128.61,474.04
2025-10-28 13:24:26,STARLINK-33577,8.94,38.21,1701.94,35.61,131.72,474.47
2025-10-28 13:25:26,STARLINK-33577,3.89,38.57,2109.13,38.16,135.04,474.91
2025-10-28 14:55:26,STARLINK-33577,1.74,282.47,2316.97,27.47,99.15,473.27
2025-10-28 14:56:26,STARLINK-33577,4.03,292.13,2095.29,30.27,101.89,473.63
2025-10-28 14:57:26,STARLINK-33577,5.86,303.73,1936.31,33.01,104.8,474.03
2025-10-28 14:58:26,STARLINK-33577,6.85,316.88,1856.75,35.65,107.91,474.46
2025-10-28 14:59:26,STARLINK-33577,6.72,330.56,1866.96,38.2,111.24,474.9
2025-10-28 15:00:26,STARLINK-33577,5.52,343.44,1965.35,40.63,114.82,475.34
2025-10-28 15:01:26,STARLINK-33577,3.57,354.62,2139.32,42.92,118.69,475.78
2025-10-28 15:02:26,STARLINK-33577,1.24,3.86,2371.55,45.05,122.86,476.19
2025-10-28 14:10:26,STARLINK-33592,2.39,251.91,2245.41,17.66,101.91,471.57
2025-10-28 14:11:26,STARLINK-33592,6.26,258.36,1897.57,20.64,104.23,471.69
2025-10-28 14:12:26,STARLINK-33592,10.67,267.65,1582.5,23.58,106.65,471.89
2025-10-28 14:13:26,STARLINK-33592,15.4,281.38,1325.37,26.46,109.19,472.16
2025-10-28 14:14:26,STARLINK-33592,19.18,300.91,1166.36,29.29,111.87,472.48
2025-10-28 14:15:26,STARLINK-33592,19.7,324.17,1147.56,32.05,114.72,472.84
2025-10-28 14:16:26,STARLINK-33592,16.53,345.04,1275.1,34.73,117.76,473.24
2025-10-28 14:17:26,STARLINK-33592,11.89,0.15,1511.83,37.32,121.01,473.67
2025-10-28 14:18:26,STARLINK-33592,7.36,10.41,1814.68,39.79,124.51,474.09
2025-10-28 14:19:26,STARLINK-33592,3.38,17.49,2154.91,42.13,128.27,474.52
2025-10-28 13:34:26,STARLINK-33595,3.75,230.81,2117.3,12.77,106.79,473.16
2025-10-28 13:35:26,STARLINK-33595,8.65,233.7,1719.45,15.8,108.98,473.17
2025-10-28 13:36:26,STARLINK-33595,15.27,238.4,1333.82,18.79,111.25,473.26
2025-10-28 13:37:26,STARLINK-33595,25.19,247.39,977.48,21.76,113.6,473.44
2025-10-28 13:38:26,STARLINK-33595,40.38,269.42,699.18,24.67,116.07,473.69
2025-10-28 13:39:26,STARLINK-33595,48.42,323.23,617.27,27.54,118.66,474.0
2025-10-28 13:40:26,STARLINK-33595,33.8,3.86,795.11,30.34,121.4,474.36
2025-10-28 13:41:26,STARLINK-33595,20.76,18.78,1114.06,33.07,124.32,474.75
2025-10-28 13:42:26,STARLINK-33595,12.42,25.6,1484.96,35.72,127.43,475.18
2025-10-28 13:43:26,STARLINK-33595,6.63,29.47,1876.13,38.26,130.77,475.62
2025-10-28 13:44:26,STARLINK-33595,2.18,31.99,2275.91,40.68,134.36,476.06
2025-10-28 13:57:26,STARLINK-33572,1.55,243.14,2333.22,14.71,102.67,472.81
2025-10-28 13:58:26,STARLINK-33572,5.56,247.89,1958.38,17.72,104.91,472.86
2025-10-28 13:59:26,STARLINK-33572,10.38,254.88,1603.44,20.69,107.23,472.99
2025-10-28 14:00:26,STARLINK-33572,16.29,265.9,1286.9,23.63,109.66,473.2
2025-10-28 14:01:26,STARLINK-33572,22.8,284.05,1045.93,26.51,112.2,473.47
2025-10-28 14:02:26,STARLINK-33572,26.61,311.19,941.61,29.34,114.89,473.8
